"","KIT.ID.Number","Borough","Zipcode","Date.Collected","Received.Date","First.Draw.at.the.tap.Lead.level..mg.l.","First.Draw.at.the.tap.copper.level..mg.l.","source"
"1214",17142079,"STATEN ISLAND",10309,"06/10/2017","06/13/2017",0,0.079,"free residential"
"1215",17141820,"MIDDLE VILLAGE",11379,"06/10/2017","06/14/2017",0.007,0.144,"free residential"
"1216",17142020,"STATEN ISLAND",10309,"06/10/2017","06/14/2017",0,0.105,"free residential"
"1217",17142209,"STATEN ISLAND",10312,"06/10/2017","06/13/2017",0.001,0.112,"free residential"
"1218",17142051,"STATEN ISLAND",10308,"06/10/2017","06/13/2017",0.002,0.135,"free residential"
"1219",17141766,"STATEN ISLAND",10314,"06/10/2017","06/13/2017",0.001,0.192,"free residential"
"1220",17141827,"FLUSHING",11358,"06/10/2017","06/13/2017",0.006,0.131,"free residential"
"1221",17141925,"STATEN ISLAND",10309,"06/10/2017","06/13/2017",0,0.045,"free residential"
"1222",17142061,"FAR ROCKAWAY",11691,"06/10/2017","06/14/2017",0,0.165,"free residential"
"1223",17141950,"BROOKLYN",11234,"06/10/2017","06/13/2017",0.008,0.014,"free residential"
"1224",17142021,"STATEN ISLAND",10309,"06/10/2017","06/13/2017",0,0.162,"free residential"
"1225",17142292,"FOREST HILLS",11375,"06/10/2017","06/13/2017",0.004,0.168,"free residential"
"1226",17142175,"BROOKLYN",11221,"06/10/2017","06/15/2017",0,0.194,"free residential"
"1227",17142102,"BROOKLYN",11229,"06/10/2017","06/13/2017",0.004,0.419,"free residential"
"1228",17141832,"FLUSHING",11358,"06/10/2017","06/13/2017",0.002,0.15,"free residential"
"1229",17142281,"BRONX",10471,"06/10/2017","06/15/2017",0.065,0.734,"free residential"
"1230",17142229,"STATEN ISLAND",10306,"06/10/2017","06/14/2017",0,0.106,"free residential"
"1231",17141772,"STATEN ISLAND",10303,"06/10/2017","06/13/2017",0,0.127,"free residential"
"1232",17141936,"BROOKLYN",11228,"06/10/2017","06/13/2017",0.03,0.048,"free residential"
"1233",17142333,"BROOKLYN",11236,"06/11/2017","06/16/2017",0.001,0.144,"free residential"
"1234",17142010,"BROOKLYN",11214,"06/11/2017","06/14/2017",0.002,0.152,"free residential"
"1235",17142080,"STATEN ISLAND",10309,"06/11/2017","06/14/2017",0,0.101,"free residential"
"1236",17142121,"BROOKLYN",11220,"06/11/2017","06/13/2017",0.003,0.089,"free residential"
"1237",17142145,"BROOKLYN",11223,"06/11/2017","06/13/2017",0.009,0.066,"free residential"
"1238",17141795,"ASTORIA",11102,"06/11/2017","06/13/2017",0.009,0.111,"free residential"
"1239",17141864,"STATEN ISLAND",10312,"06/11/2017","06/14/2017",0.002,0.141,"free residential"
"1240",17141916,"STATEN ISLAND",10312,"06/11/2017","06/15/2017",0.039,0.127,"free residential"
"1241",17142223,"STATEN ISLAND",10309,"06/11/2017","06/15/2017",0,0.131,"free residential"
"1242",17141913,"RIDGEWOOD",11385,"06/11/2017","06/13/2017",0.007,0.132,"free residential"
"1243",17141948,"RIDGEWOOD",11385,"06/11/2017","06/13/2017",0.003,0.132,"free residential"
"1244",17142109,"OZONE PARK",11417,"06/11/2017","06/15/2017",0.002,0.159,"free residential"
"1245",17141938,"BROOKLYN",11224,"06/11/2017","06/13/2017",0.008,0.161,"free residential"
"1246",17142017,"STATEN ISLAND",10309,"06/11/2017","06/15/2017",0.002,0.172,"free residential"
"1247",17141992,"BAYSIDE",11361,"06/11/2017","06/13/2017",0.005,0.305,"free residential"
"1248",17142242,"STATEN ISLAND",10312,"06/11/2017","06/14/2017",0,0.04,"free residential"
"1249",17142201,"REGO PARK",11374,"06/11/2017","06/13/2017",0.008,0.146,"free residential"
"1250",17142198,"BROOKLYN",11217,"06/11/2017","06/15/2017",0.004,0.041,"free residential"
"1251",17142254,"FAR ROCKAWAY",11691,"06/11/2017","06/13/2017",0.001,0.214,"free residential"
"1252",17142033,"STATEN ISLAND",10309,"06/11/2017","06/13/2017",0,0.111,"free residential"
"1253",17141840,"FLUSHING",11358,"06/11/2017","06/13/2017",0.037,0.205,"free residential"
"1254",17142173,"BROOKLYN",11217,"06/11/2017","06/14/2017",0.001,0.121,"free residential"
"1255",17141965,"STATEN ISLAND",10308,"06/12/2017","06/13/2017",0,0.084,"free residential"
"1256",17142268,"STATEN ISLAND",10312,"06/12/2017","06/14/2017",0.001,0.099,"free residential"
"1257",17141784,"OZONE PARK",11417,"06/12/2017","06/14/2017",0.002,0.088,"free residential"
"1258",17142064,"STATEN ISLAND",10309,"06/12/2017","06/14/2017",0,0.145,"free residential"
"1259",17141849,"BROOKLYN",11234,"06/12/2017","06/14/2017",0.008,0.138,"free residential"
"1260",17141868,"STATEN ISLAND",10306,"06/12/2017","06/15/2017",0,0.109,"free residential"
"1261",17141793,"BRONX",10470,"06/12/2017","06/14/2017",0.007,0.149,"free residential"
"1262",17141895,"STATEN ISLAND",10309,"06/12/2017","06/15/2017",0.002,0.093,"free residential"
"1263",17142140,"BROOKLYN",11226,"06/12/2017","06/19/2017",0.006,0.188,"free residential"
"1264",17142245,"STATEN ISLAND",10303,"06/12/2017","06/14/2017",0.002,0.06,"free residential"
"1265",17141927,"STATEN ISLAND",10309,"06/12/2017","06/13/2017",0.003,0.264,"free residential"
"1266",17141996,"BROOKLYN",11225,"06/12/2017","06/16/2017",0.114,0.215,"free residential"
"1267",17142230,"BAYSIDE",11361,"06/12/2017","06/14/2017",0.006,0.171,"free residential"
"1268",17141790,"STATEN ISLAND",10301,"06/12/2017","06/14/2017",0.007,0.196,"free residential"
"1269",17141863,"STATEN ISLAND",10312,"06/12/2017","06/14/2017",0,0.046,"free residential"
"1270",17142007,"BROOKLYN",11228,"06/12/2017","06/16/2017",0.007,0.162,"free residential"
"1271",17142278,"STATEN ISLAND",10308,"06/12/2017","06/14/2017",0,0.166,"free residential"
"1272",17142095,"FAR ROCKAWAY",11694,"06/12/2017","06/16/2017",0.002,0.156,"free residential"
"1273",17142099,"RICHMOND HILL",11418,"06/12/2017","06/15/2017",0.001,0.306,"free residential"
"1274",17141768,"JAMAICA",11433,"06/12/2017","06/14/2017",0,0.168,"free residential"
"1275",17141882,"STATEN ISLAND",10312,"06/12/2017","06/15/2017",0,0.152,"free residential"
"1276",17142036,"STATEN ISLAND",10309,"06/12/2017","06/14/2017",0,0.13,"free residential"
"1277",17141974,"BROOKLYN",11234,"06/12/2017","06/19/2017",0.009,0.167,"free residential"
"1278",17142170,"BROOKLYN",11228,"06/12/2017","06/15/2017",0,0.191,"free residential"
"1279",17142055,"STATEN ISLAND",10312,"06/13/2017","06/15/2017",0.001,0.131,"free residential"
"1280",17142234,"BROOKLYN",11224,"06/13/2017","06/14/2017",0.002,0.066,"free residential"
"1281",17141955,"RIDGEWOOD",11385,"06/13/2017","06/19/2017",0.014,0.158,"free residential"
"1282",17142244,"STATEN ISLAND",10314,"06/13/2017","06/14/2017",0.005,0.156,"free residential"
"1283",17142124,"SUNNYSIDE",11104,"06/13/2017","06/19/2017",0.007,0.141,"free residential"
"1284",17141800,"RICHMOND HILL",11418,"06/13/2017","06/14/2017",0.002,0.011,"free residential"
"1285",17141798,"BRONX",10461,"06/13/2017","06/15/2017",0.003,0.108,"free residential"
"1286",17141968,"BROOKLYN",11215,"06/13/2017","06/15/2017",0.003,0.192,"free residential"
"1287",17141765,"CAMBRIA HEIGHTS",11411,"06/13/2017","06/19/2017",0.002,0.107,"free residential"
"1288",17141805,"WOODSIDE",11377,"06/13/2017","06/15/2017",0.008,0.185,"free residential"
"1289",17142013,"STATEN ISLAND",10309,"06/13/2017","06/15/2017",0,0.066,"free residential"
"1290",17142045,"STATEN ISLAND",10306,"06/13/2017","06/15/2017",0,0.141,"free residential"
"1291",17141871,"STATEN ISLAND",10306,"06/13/2017","06/15/2017",0.003,0.184,"free residential"
"1292",17142011,"BROOKLYN",11228,"06/13/2017","06/16/2017",0.004,0.025,"free residential"
"1293",17141828,"FLUSHING",11354,"06/13/2017","06/15/2017",0.003,0.17,"free residential"
"1294",17141904,"STATEN ISLAND",10309,"06/14/2017","06/19/2017",0,0.134,"free residential"
"1295",17142076,"STATEN ISLAND",10308,"06/14/2017","06/19/2017",0,0.114,"free residential"
"1296",17142088,"STATEN ISLAND",10312,"06/14/2017","06/16/2017",0,0.053,"free residential"
"1297",17142335,"BRONX",10462,"06/14/2017","06/19/2017",0,0.066,"free residential"
"1298",17142276,"STATEN ISLAND",10308,"06/14/2017","06/19/2017",0,0.17,"free residential"
"1299",17142162,"BROOKLYN",11210,"06/14/2017","06/19/2017",0.003,0.098,"free residential"
"1300",17141988,"BROOKLYN",11225,"06/14/2017","06/15/2017",0.011,0.096,"free residential"
"1301",17142274,"BROOKLYN",11224,"06/14/2017","06/16/2017",0,0.042,"free residential"
"1302",17142059,"STATEN ISLAND",10312,"06/14/2017","06/16/2017",0.001,0.147,"free residential"
"1303",17141769,"KEW GARDENS",11415,"06/14/2017","06/16/2017",0,0.039,"free residential"
"1304",17142324,"BROOKLYN",11223,"06/14/2017","06/15/2017",0.005,0.179,"free residential"
"1305",17142077,"STATEN ISLAND",10308,"06/14/2017","06/19/2017",0.002,0.086,"free residential"
"1306",17141838,"RIDGEWOOD",11385,"06/14/2017","06/19/2017",0.009,0.141,"free residential"
"1307",17142012,"STATEN ISLAND",10312,"06/14/2017","06/15/2017",0,0.151,"free residential"
"1308",17141785,"STATEN ISLAND",10307,"06/15/2017","06/19/2017",0,0.164,"free residential"
"1309",17141810,"BRONX",10464,"06/15/2017","06/19/2017",0.006,0.145,"free residential"
"1310",17141930,"STATEN ISLAND",10310,"06/15/2017","06/19/2017",0.001,0.169,"free residential"
"1311",17142147,"BRONX",10461,"06/15/2017","06/19/2017",0.006,0.12,"free residential"
"1312",17142272,"STATEN ISLAND",10314,"06/15/2017","06/16/2017",0.002,0.089,"free residential"
"1313",17141759,"STATEN ISLAND",10306,"06/15/2017","06/19/2017",0,0.093,"free residential"
"1314",17141809,"BROOKLYN",11234,"06/15/2017","06/19/2017",0.002,0.004,"free residential"
"1315",17142248,"STATEN ISLAND",10314,"06/15/2017","06/19/2017",0,0.092,"free residential"
"1316",17142250,"STATEN ISLAND",10314,"06/16/2017","06/19/2017",0,0.156,"free residential"
"1317",17142283,"STATEN ISLAND",10312,"06/16/2017","06/19/2017",0,0.107,"free residential"
"1318",17141869,"STATEN ISLAND",10308,"06/16/2017","06/19/2017",0,0.09,"free residential"
"1319",17142115,"ASTORIA",11103,"06/16/2017","06/19/2017",0.003,0.115,"free residential"
"1320",17142105,"BROOKLYN",11217,"06/16/2017","06/19/2017",0.004,0.22,"free residential"
"1321",17142120,"FOREST HILLS",11375,"06/16/2017","06/22/2017",0,0.097,"free residential"
"1322",17142336,"BROOKLYN",11234,"06/16/2017","06/19/2017",0.003,0.126,"free residential"
"1323",17142151,"BROOKLYN",11207,"06/16/2017","06/19/2017",0.006,0.138,"free residential"
"1324",17141947,"OZONE PARK",11417,"06/16/2017","06/21/2017",0.003,0.129,"free residential"
"1325",17142265,"STATEN ISLAND",10306,"06/17/2017","06/21/2017",0,0.076,"free residential"
"1326",17142309,"BROOKLYN",11209,"06/17/2017","06/22/2017",0,0.239,"free residential"
"1327",17141830,"FLUSHING",11358,"06/17/2017","06/19/2017",0.004,0.083,"free residential"
"1328",17142028,"STATEN ISLAND",10308,"06/17/2017","06/22/2017",0,0.122,"free residential"
"1329",17141860,"STATEN ISLAND",10308,"06/17/2017","06/22/2017",0.015,0.246,"free residential"
"1330",17141908,"BROOKLYN",11218,"06/17/2017","06/21/2017",0.009,0.115,"free residential"
"1331",17142240,"STATEN ISLAND",10306,"06/17/2017","06/22/2017",0.002,0.195,"free residential"
"1332",17142034,"STATEN ISLAND",10301,"06/17/2017","06/21/2017",0,0.181,"free residential"
"1333",17141922,"NEW YORK",10075,"06/17/2017","06/22/2017",0.009,0.032,"free residential"
"1334",17141918,"ASTORIA",11105,"06/17/2017","06/19/2017",0.011,0.155,"free residential"
"1335",17141891,"STATEN ISLAND",10309,"06/17/2017","06/20/2017",0,0.111,"free residential"
"1336",17142155,"JACKSON HEIGHTS",11372,"06/18/2017","06/20/2017",0.004,0.101,"free residential"
"1337",17141808,"FLORAL PARK",11001,"06/18/2017","06/20/2017",0.002,0.161,"free residential"
"1338",17142295,"BROOKLYN",11217,"06/18/2017","06/22/2017",0.001,0.178,"free residential"
"1339",17142286,"BROOKLYN",11225,"06/18/2017","06/22/2017",0.001,0.213,"free residential"
"1340",17142186,"MIDDLE VILLAGE",11379,"06/18/2017","06/22/2017",0.004,0.167,"free residential"
"1341",17142312,"BROOKLYN",11212,"06/18/2017","06/26/2017",0,0.048,"free residential"
"1342",17141789,"BROOKLYN",11213,"06/18/2017","06/20/2017",0.003,0.102,"free residential"
"1343",17142071,"STATEN ISLAND",10314,"06/18/2017","06/21/2017",0,0.071,"free residential"
"1344",17142213,"BROOKLYN",11212,"06/19/2017","06/22/2017",0,0.148,"free residential"
"1345",17142297,"FLUSHING",11358,"06/19/2017","06/20/2017",0.002,0.18,"free residential"
"1346",17142235,"BROOKLYN",11224,"06/19/2017","06/22/2017",0,0.084,"free residential"
"1347",17142300,"BROOKLYN",11214,"06/19/2017","06/22/2017",0.001,0.117,"free residential"
"1348",17142154,"RIDGEWOOD",11385,"06/19/2017","06/22/2017",0.002,0.165,"free residential"
"1349",17141980,"FLUSHING",11358,"06/19/2017","06/22/2017",0.004,0.114,"free residential"
"1350",17142094,"BROOKLYN",11213,"06/19/2017","06/21/2017",0.002,0.07,"free residential"
"1351",17141977,"BROOKLYN",11213,"06/19/2017","06/26/2017",0,0.173,"free residential"
"1352",17141933,"BROOKLYN",11215,"06/19/2017","06/23/2017",0.006,0.178,"free residential"
"1353",17141803,"FLUSHING",11354,"06/19/2017","06/21/2017",0.013,0.125,"free residential"
"1354",17142325,"BRONX",10471,"06/19/2017","06/21/2017",0.002,0.077,"free residential"
"1355",17142106,"BROOKLYN",11226,"06/19/2017","06/20/2017",0.004,0.197,"free residential"
"1356",17142026,"BROOKLYN",11212,"06/19/2017","06/23/2017",0.001,0.093,"free residential"
"1357",17142216,"STATEN ISLAND",10314,"06/19/2017","06/26/2017",0,0.04,"free residential"
"1358",17141999,"LONG ISLAND CITY",11101,"06/20/2017","06/23/2017",0.007,0.052,"free residential"
"1359",17142191,"JAMAICA",11432,"06/20/2017","06/21/2017",0.003,0.206,"free residential"
"1360",17142193,"BROOKLYN",11204,"06/20/2017","06/26/2017",0.012,0.06,"free residential"
"1361",17141971,"BRONX",10463,"06/20/2017","06/23/2017",0.02,0.114,"free residential"
"1362",17142097,"STATEN ISLAND",10314,"06/20/2017","06/22/2017",0.001,0.047,"free residential"
"1363",17141866,"STATEN ISLAND",10309,"06/20/2017","06/22/2017",0,0.129,"free residential"
"1364",17142207,"SOUTH OZONE PARK",11420,"06/20/2017","06/22/2017",0.001,0.106,"free residential"
"1365",17142302,"FLUSHING",11358,"06/20/2017","06/21/2017",0.035,0.12,"free residential"
"1366",17142069,"STATEN ISLAND",10306,"06/20/2017","06/22/2017",0,0.176,"free residential"
"1367",17142057,"STATEN ISLAND",10309,"06/20/2017","06/23/2017",0,0.122,"free residential"
"1368",17142135,"BROOKLYN",11231,"06/20/2017","06/22/2017",0.004,0.158,"free residential"
"1369",17142224,"FAR ROCKAWAY",11691,"06/20/2017","06/23/2017",0,0.128,"free residential"
"1370",17141794,"BROOKLYN",11234,"06/20/2017","06/26/2017",0.007,0.142,"free residential"
"1371",17142116,"SAINT ALBANS",11412,"06/20/2017","06/26/2017",0.002,0.079,"free residential"
"1372",17141771,"JAMAICA",11433,"06/21/2017","06/22/2017",0,0.175,"free residential"
"1373",17141978,"BROOKLYN",11208,"06/21/2017","06/23/2017",0,0.044,"free residential"
"1374",17142256,"STATEN ISLAND",10309,"06/21/2017","06/26/2017",0.009,0.172,"free residential"
"1375",17142139,"BROOKLYN",11215,"06/21/2017","06/22/2017",0.004,0.178,"free residential"
"1376",17142326,"BROOKLYN",11228,"06/21/2017","06/26/2017",0.006,0.219,"free residential"
"1377",17141851,"EAST ELMHURST",11369,"06/21/2017","06/26/2017",0.005,0.079,"free residential"
"1378",17142282,"STATEN ISLAND",10304,"06/22/2017","06/26/2017",0,0.135,"free residential"
"1379",17142083,"STATEN ISLAND",10314,"06/22/2017","06/29/2017",0.002,0.115,"free residential"
"1380",17142016,"STATEN ISLAND",10308,"06/23/2017","06/26/2017",0,0.127,"free residential"
"1381",17141932,"RICHMOND HILL",11418,"06/23/2017","06/27/2017",0,0.242,"free residential"
"1382",17142210,"STATEN ISLAND",10309,"06/23/2017","06/26/2017",0.002,0.119,"free residential"
"1383",17142130,"COLLEGE POINT",11356,"06/23/2017","06/27/2017",0.004,0.114,"free residential"
"1384",17142179,"BROOKLYN",11214,"06/23/2017","06/27/2017",0.001,0.06,"free residential"
"1385",17142104,"WOODSIDE",11377,"06/24/2017","06/26/2017",0.007,0.186,"free residential"
"1386",17141837,"JAMAICA",11432,"06/24/2017","06/26/2017",0,0.043,"free residential"
"1387",17142156,"STATEN ISLAND",10301,"06/24/2017","06/27/2017",0.044,0.126,"free residential"
"1388",17142218,"STATEN ISLAND",10314,"06/25/2017","06/27/2017",0,0.103,"free residential"
"1389",17141853,"BROOKLYN",11212,"06/25/2017","06/30/2017",0.001,0.074,"free residential"
"1390",17142322,"BROOKLYN",11228,"06/25/2017","06/30/2017",0.003,0.129,"free residential"
"1391",17141951,"FLUSHING",11358,"06/25/2017","06/28/2017",0.004,0.135,"free residential"
"1392",17142311,"REGO PARK",11374,"06/26/2017","06/28/2017",0.007,0.06,"free residential"
"1393",17141887,"STATEN ISLAND",10304,"06/27/2017","06/30/2017",0.002,0.132,"free residential"
"1394",17141831,"FLUSHING",11354,"06/27/2017","06/28/2017",0.003,0.087,"free residential"
"1395",17141847,"RIDGEWOOD",11385,"06/27/2017","06/30/2017",0.007,0.053,"free residential"
"1396",17142056,"STATEN ISLAND",10312,"06/27/2017","06/30/2017",0.055,0.103,"free residential"
"1397",17142129,"OZONE PARK",11417,"06/27/2017","06/28/2017",0.023,0.09,"free residential"
"1398",17141946,"ASTORIA",11105,"06/27/2017","06/30/2017",0.024,0.961,"free residential"
"1399",17141796,"BROOKLYN",11234,"06/28/2017","06/30/2017",0,0.176,"free residential"
"1400",17142199,"BROOKLYN",11216,"06/28/2017","07/05/2017",0.048,0.112,"free residential"
"1401",17142262,"STATEN ISLAND",10306,"06/28/2017","07/05/2017",0.003,0.1,"free residential"
"1402",17141907,"BRONX",10465,"06/29/2017","07/05/2017",0.003,0.154,"free residential"
"1403",17141944,"BRONX",10471,"06/29/2017","06/30/2017",0.006,0.173,"free residential"
"1404",17141897,"STATEN ISLAND",10306,"06/29/2017","07/05/2017",0.002,0.132,"free residential"
"1405",17142091,"BROOKLYN",11206,"06/29/2017","07/05/2017",0.011,0.224,"free residential"
"1406",17142249,"STATEN ISLAND",10308,"06/30/2017","07/06/2017",0,0.122,"free residential"
"1407",17142150,"BROOKLYN",11217,"06/30/2017","07/05/2017",0.003,0.182,"free residential"
"1408",17142184,"KEW GARDENS",11415,"06/30/2017","07/05/2017",0.003,0.229,"free residential"
"1409",17141984,"WOODHAVEN",11421,"06/30/2017","07/05/2017",0.007,0.169,"free residential"
"1410",17142231,"OAKLAND GARDENS",11364,"06/30/2017","07/05/2017",0,0.23,"free residential"
"1411",17142275,"STATEN ISLAND",10309,"06/30/2017","07/05/2017",0.007,0.049,"free residential"
"1412",17142039,"STATEN ISLAND",10309,"07/01/2017","07/05/2017",0.001,0.114,"free residential"
"1413",17142053,"STATEN ISLAND",10309,"07/01/2017","07/05/2017",0,0.099,"free residential"
"1414",17141875,"STATEN ISLAND",10306,"07/01/2017","07/05/2017",0,0.121,"free residential"
"1415",17141954,"FOREST HILLS",11375,"07/01/2017","07/05/2017",0.011,0.093,"free residential"
"1416",17142166,"REGO PARK",11374,"07/02/2017","07/07/2017",0.005,0.03,"free residential"
"1417",17141848,"FOREST HILLS",11375,"07/02/2017","07/05/2017",0.005,0.158,"free residential"
"1418",17142131,"FLUSHING",11358,"07/02/2017","07/05/2017",0.036,0.946,"free residential"
"1419",17142163,"BROOKLYN",11211,"07/03/2017","07/07/2017",0.002,0.248,"free residential"
"1420",17141957,"FLUSHING",11358,"07/03/2017","07/07/2017",0.006,0.138,"free residential"
"1421",17142305,"BROOKLYN",11219,"07/03/2017","07/06/2017",0.002,0.083,"free residential"
"1422",17142189,"MIDDLE VILLAGE",11379,"07/04/2017","07/06/2017",0.011,0.141,"free residential"
"1423",17142074,"STATEN ISLAND",10305,"07/04/2017","07/07/2017",0,0.138,"free residential"
"1424",17142190,"BAYSIDE",11361,"07/04/2017","07/10/2017",0.008,0.129,"free residential"
"1425",17141910,"BAYSIDE",11360,"07/04/2017","07/06/2017",0,0.125,"free residential"
"1426",17141833,"FLUSHING",11354,"07/04/2017","07/11/2017",0.003,0.176,"free residential"
"1427",17142047,"STATEN ISLAND",10306,"07/04/2017","07/10/2017",0,0.184,"free residential"
"1428",17142296,"BROOKLYN",11238,"07/04/2017","07/07/2017",0.002,0.266,"free residential"
"1429",17141961,"BROOKLYN",11229,"07/05/2017","07/07/2017",0.009,0.103,"free residential"
"1430",17142260,"BROOKLYN",11234,"07/05/2017","07/06/2017",0,0.195,"free residential"
"1431",17141881,"STATEN ISLAND",10312,"07/05/2017","07/12/2017",0.001,0.038,"free residential"
"1432",17142024,"BROOKLYN",11212,"07/07/2017","07/10/2017",0,0.061,"free residential"
"1433",17142317,"MASPETH",11378,"07/07/2017","07/11/2017",0.001,0.468,"free residential"
"1434",17142328,"BROOKLYN",11218,"07/09/2017","07/13/2017",0.012,0.059,"free residential"
"1435",17142217,"STATEN ISLAND",10309,"07/09/2017","07/14/2017",0,0.164,"free residential"
"1436",17142202,"STATEN ISLAND",10301,"07/10/2017","07/13/2017",0.004,0.104,"free residential"
"1437",17141816,"FLUSHING",11358,"07/10/2017","07/11/2017",0.009,0.094,"free residential"
"1438",17141937,"WOODHAVEN",11421,"07/10/2017","07/12/2017",0,0.088,"free residential"
"1439",17142239,"STATEN ISLAND",10314,"07/11/2017","07/13/2017",0,0.11,"free residential"
"1440",17142291,"BROOKLYN",11229,"07/11/2017","07/14/2017",0.007,0.109,"free residential"
"1441",17141966,"BROOKLYN",11217,"07/11/2017","07/12/2017",0,0.131,"free residential"
"1442",17142185,"BROOKLYN",11205,"07/11/2017","07/12/2017",0.006,0.133,"free residential"
"1443",17142299,"BRONX",10469,"07/12/2017","07/14/2017",0.005,0.099,"free residential"
"1444",17142279,"BRONX",10463,"07/12/2017","07/20/2017",0.001,0.112,"free residential"
"1445",17142288,"BROOKLYN",11218,"07/13/2017","07/17/2017",0.007,0.038,"free residential"
"1446",17141883,"STATEN ISLAND",10314,"07/14/2017","07/19/2017",0.002,0.182,"free residential"
"1447",17142003,"STATEN ISLAND",10306,"07/14/2017","07/19/2017",0.19,0.138,"free residential"
"1448",17141894,"STATEN ISLAND",10309,"07/14/2017","07/19/2017",0.007,0.175,"free residential"
"1449",17142251,"STATEN ISLAND",10308,"07/15/2017","07/19/2017",0,0.056,"free residential"
"1450",17142112,"ASTORIA",11103,"07/15/2017","07/19/2017",0.013,0.173,"free residential"
"1451",17141985,"FLUSHING",11358,"07/15/2017","07/19/2017",0.004,0.227,"free residential"
"1452",17142215,"BROOKLYN",11212,"07/15/2017","07/21/2017",0,0.11,"free residential"
"1453",17141915,"STATEN ISLAND",10309,"07/16/2017","07/19/2017",0.032,0.088,"free residential"
"1454",17141962,"STATEN ISLAND",10305,"07/17/2017","07/24/2017",0.004,0.028,"free residential"
"1455",17142127,"BAYSIDE",11361,"07/17/2017","07/25/2017",0.001,0.178,"free residential"
"1456",17142032,"STATEN ISLAND",10305,"07/18/2017","07/20/2017",0,0.111,"free residential"
"1457",17142041,"STATEN ISLAND",10306,"07/18/2017","07/21/2017",0,0.137,"free residential"
"1458",17142289,"BROOKLYN",11216,"07/19/2017","07/20/2017",0.003,0.268,"free residential"
"1459",17141960,"STATEN ISLAND",10304,"07/20/2017","07/31/2017",0.034,0.183,"free residential"
"1460",17141900,"STATEN ISLAND",10305,"07/21/2017","07/26/2017",0,0.156,"free residential"
"1461",17142132,"BAYSIDE",11361,"07/21/2017","07/25/2017",0.002,0.28,"free residential"
"1462",17141909,"STATEN ISLAND",10305,"07/21/2017","07/25/2017",0,0.097,"free residential"
"1463",17142082,"STATEN ISLAND",10304,"07/22/2017","07/25/2017",0.001,0.107,"free residential"
"1464",17142067,"STATEN ISLAND",10306,"07/23/2017","07/26/2017",0,0.133,"free residential"
"1465",17141914,"STATEN ISLAND",10303,"07/24/2017","07/26/2017",0.001,0.171,"free residential"
"1466",17142180,"BROOKLYN",11231,"07/25/2017","07/31/2017",0.006,0.239,"free residential"
"1467",17141959,"WOODSIDE",11377,"07/25/2017","08/01/2017",0.005,0.145,"free residential"
"1468",17142015,"STATEN ISLAND",10306,"07/28/2017","08/02/2017",0.006,0.289,"free residential"
"1469",17142183,"BROOKLYN",11218,"07/29/2017","08/02/2017",0.007,0.113,"free residential"
"1470",17141819,"BAYSIDE",11361,"07/29/2017","08/02/2017",0.004,0.099,"free residential"
"1471",17142316,"FLUSHING",11358,"07/30/2017","08/01/2017",0.004,0.181,"free residential"
"1472",17141991,"BROOKLYN",11204,"07/30/2017","08/02/2017",0.006,0.246,"free residential"
"1473",17142052,"STATEN ISLAND",10312,"07/30/2017","08/03/2017",0,0.035,"free residential"
"1474",17142008,"ASTORIA",11106,"07/31/2017","08/03/2017",0.004,0.114,"free residential"
"1475",17141998,"BROOKLYN",11210,"07/31/2017","08/03/2017",0.009,0.212,"free residential"
"1476",17142177,"BROOKLYN",11230,"08/02/2017","08/03/2017",0.012,0.084,"free residential"
"1477",17141994,"BROOKLYN",11226,"08/06/2017","08/11/2017",0.008,0.131,"free residential"
"1478",17142005,"BROOKLYN",11221,"08/07/2017","08/16/2017",0.007,0.147,"free residential"
"1479",17141958,"WOODSIDE",11377,"08/09/2017","08/15/2017",0.004,0.083,"free residential"
"1480",17142158,"BROOKLYN",11229,"08/09/2017","08/11/2017",0.004,0.158,"free residential"
"1481",17142227,"MASPETH",11378,"08/09/2017","08/11/2017",0.002,0.154,"free residential"
"1482",17142264,"STATEN ISLAND",10314,"08/11/2017","08/15/2017",0,0.172,"free residential"
"1483",17141872,"STATEN ISLAND",10312,"08/13/2017","08/16/2017",0,0.098,"free residential"
"1484",17142168,"OAKLAND GARDENS",11364,"08/13/2017","08/16/2017",0.003,0.128,"free residential"
"1485",17142113,"QUEENS VILLAGE",11427,"08/14/2017","08/16/2017",0.117,0.357,"free residential"
"1486",17141929,"STATEN ISLAND",10308,"08/15/2017","08/18/2017",0.001,0.125,"free residential"
"1487",17142035,"RIDGEWOOD",11385,"08/15/2017","08/23/2017",0.01,0.025,"free residential"
"1488",17142043,"STATEN ISLAND",10309,"08/16/2017","08/18/2017",0,0.091,"free residential"
"1489",17142138,"BROOKLYN",11213,"08/18/2017","08/28/2017",0.005,0.125,"free residential"
"1490",17142025,"BROOKLYN",11212,"08/20/2017","08/23/2017",0,0.142,"free residential"
"1491",17141921,"BROOKLYN",11223,"08/20/2017","08/25/2017",0.007,0.031,"free residential"
"1492",17142204,"BROOKLYN",11208,"08/21/2017","08/30/2017",0.011,0.188,"free residential"
"1493",17142232,"STATEN ISLAND",10308,"08/22/2017","08/25/2017",0.002,0.095,"free residential"
"1494",17142001,"FOREST HILLS",11375,"08/23/2017","08/25/2017",0.012,0.172,"free residential"
"1495",17142062,"SPRINGFIELD GARDENS",11413,"08/24/2017","08/25/2017",0,0.115,"free residential"
